Rnd,Pick,Team,Player,First Year,Age Draft,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,DYAR,YAR,DVOA,VOA,EYds,DPI Pens,DPI Yds,Rec Pts First Season,Rec Pts/G First Season,Rec Pts Second Season,Rec Pts/G Second Season
3,78,CAR,B.LaFell,2010,23,14.0,2.0,77.0,38.0,49.4,468.0,12.3,1.0,23.0,44.0,6.1,2.7,33.4,-38.0,-25.0,-18.9,-16.8,438.0,2.0,30.0,52.8,3.7714285714285714,79.3,4.95625
3,82,PIT,E.Sanders,2010,23,13.0,1.0,50.0,28.0,56.0,376.0,13.4,2.0,18.0,35.0,7.5,2.2,28.9,69.0,53.0,5.7,1.3,408.0,0.0,0.0,49.6,3.815384615384616,40.8,3.7090909090909085
3,84,CIN,J.Shipley,2010,24,15.0,4.0,74.0,52.0,70.3,600.0,11.5,3.0,31.0,64.0,8.1,3.5,40.0,160.0,142.0,14.7,11.6,712.0,2.0,30.0,78.0,5.2,1.4,0.7
3,88,ARI,A.Roberts,2010,22,15.0,2.0,49.0,24.0,49.0,307.0,12.8,2.0,10.0,74.0,6.3,1.6,20.5,-99.0,-66.0,-39.0,-30.3,160.0,0.0,0.0,42.7,2.8466666666666667,70.6,4.4125
1,4,CIN,A.Green,2011,23,15.0,15.0,115.0,65.0,56.5,1057.0,16.3,7.0,40.0,58.0,9.2,4.3,70.5,284.0,273.0,16.9,15.8,1197.0,7.0,152.0,147.7,9.846666666666666,201.0,12.5625
1,6,ATL,J.Jones,2011,22,13.0,13.0,95.0,54.0,56.8,959.0,17.8,8.0,36.0,80.0,10.1,4.2,73.8,165.0,155.0,9.9,8.7,836.0,1.0,15.0,143.9,11.069230769230769,179.8,11.2375
1,26,KAN,J.Baldwin,2011,22,11.0,3.0,52.0,21.0,40.4,254.0,12.1,1.0,13.0,39.0,4.9,1.9,23.1,-105.0,-106.0,-38.9,-39.0,171.0,0.0,0.0,31.4,2.8545454545454545,38.5,2.566666666666667
2,44,DET,T.Young,2011,22,16.0,9.0,86.0,48.0,55.8,607.0,12.6,6.0,33.0,57.0,7.1,3.0,37.9,70.0,91.0,-2.3,0.8,649.0,0.0,0.0,96.7,6.04375,62.3,6.23
2,58,BAL,T.Smith,2011,22,16.0,14.0,95.0,50.0,52.6,841.0,16.8,7.0,34.0,74.0,8.9,3.1,52.6,180.0,173.0,11.3,10.4,876.0,4.0,171.0,126.1,7.88125,133.5,8.34375
2,59,CLE,G.Little,2011,22,16.0,12.0,119.0,61.0,51.3,709.0,11.6,2.0,34.0,76.0,6.0,3.8,44.3,-92.0,-108.0,-22.0,-23.7,664.0,2.0,13.0,82.9,5.18125,88.7,5.54375
2,64,GNB,R.Cobb,2011,21,15.0,0.0,31.0,25.0,80.6,375.0,15.0,1.0,15.0,61.0,12.1,1.7,25.0,127.0,132.0,42.1,44.1,376.0,0.0,0.0,43.5,2.9,143.4,9.56
3,78,LAR,A.Pettis,2011,23,12.0,3.0,48.0,27.0,56.3,256.0,9.5,0.0,14.0,35.0,5.3,2.3,21.3,-39.0,-43.0,-22.8,-24.1,251.0,0.0,0.0,25.6,2.1333333333333333,50.1,3.5785714285714287
3,79,WAS,L.Hankerson,2011,23,4.0,2.0,20.0,13.0,65.0,163.0,12.5,0.0,8.0,23.0,8.2,3.3,40.8,21.0,20.0,1.1,0.0,159.0,0.0,0.0,16.3,4.075,72.3,4.51875
1,5,JAX,J.Blackmon,2012,22,16.0,14.0,132.0,64.0,48.5,865.0,13.5,5.0,41.0,81.0,6.6,4.0,54.1,-24.0,-21.0,-15.0,-14.7,795.0,1.0,26.0,116.5,7.28125,47.5,11.875
1,13,ARI,M.Floyd,2012,22,16.0,3.0,86.0,45.0,52.3,562.0,12.5,2.0,26.0,53.0,6.5,2.8,35.1,15.0,-19.0,-10.3,-15.7,546.0,0.0,0.0,68.2,4.2625,134.1,8.38125
1,20,TEN,K.Wright,2012,22,15.0,5.0,104.0,64.0,61.5,626.0,9.8,4.0,38.0,38.0,6.0,4.3,41.7,-14.0,-2.0,-14.4,-12.9,635.0,1.0,6.0,86.6,5.7733333333333325,119.9,7.49375
2,33,LAR,B.Quick,2012,23,15.0,1.0,27.0,11.0,40.7,156.0,14.2,2.0,6.0,39.0,5.8,0.7,10.4,-27.0,-35.0,-24.9,-28.3,140.0,0.0,0.0,27.6,1.84,42.2,2.6375
2,43,NYJ,S.Hill,2012,21,11.0,8.0,47.0,21.0,44.7,252.0,12.0,3.0,17.0,33.0,5.4,1.9,22.9,-11.0,-11.0,-15.4,-15.3,308.0,2.0,19.0,43.2,3.927272727272728,40.2,3.35
2,45,CHI,A.Jeffery,2012,22,10.0,6.0,48.0,24.0,50.0,367.0,15.3,3.0,17.0,55.0,7.6,2.4,36.7,72.0,77.0,6.8,8.1,408.0,1.0,53.0,54.7,5.4700000000000015,184.1,11.50625
2,54,DET,R.Broyles,2012,24,10.0,3.0,32.0,22.0,68.8,310.0,14.1,2.0,16.0,40.0,9.7,2.2,31.0,128.0,117.0,38.7,34.2,393.0,0.0,0.0,43.0,4.3,8.5,1.4166666666666667
2,63,NYG,R.Randle,2012,21,16.0,1.0,32.0,19.0,59.4,298.0,15.7,3.0,13.0,56.0,9.3,1.2,18.6,80.0,87.0,16.4,18.7,343.0,3.0,43.0,47.8,2.9875,97.1,6.06875
3,68,HOU,D.Posey,2012,22,11.0,0.0,14.0,6.0,42.9,87.0,14.5,0.0,3.0,36.0,6.2,0.5,7.9,-26.0,-20.0,-36.3,-30.6,51.0,0.0,0.0,8.7,0.7909090909090909,15.5,1.1071428571428572
3,83,CIN,M.Sanu,2012,23,9.0,3.0,25.0,16.0,64.0,154.0,9.6,4.0,10.0,34.0,6.2,1.8,17.1,52.0,54.0,13.8,14.9,238.0,0.0,0.0,39.4,4.377777777777776,57.5,3.59375
